#,utterance_id,translation,asl_gloss,negative,wh_question,yes_no_question,topic_focus,conditional_when,role_shift,head_pos_tilt_fr_bk,head_pos_turn,head_pose_tilt_side,head_pose_jut,head_mvmt_nod,head_mvmt_nod_cycles,head_mvmt_shake,head_mvmt_side_to_side,head_mvmt_jut,body_lean,shoulders,face_eye_brows,face_eye_gaze,face_eye_aperture,face_nose,face_mouth,face_cheeks
1379813,3373539,"No, I wouldn't stop vomiting if I had pineapple cream cheese. Lox only is fine with me.",#NO+;IX-1p;VOMIT/HATE+;#IF;PINEAPPLE;fs-CREAM;CHEESE;ONLY;IX-3p:i;fs-LOX;IX-1p;FINE+,negation;negation,,,focus,,,back,,right;left;left,forward;forward,,,rapid;rapid,,,,,slightly lowered;raised,,squint;blink;squint;blink;slightly squinted;squint;blink;blink;slightly lowered;lowered lid;blink,,lips spread;open & tense;open & tongue visible;open & tongue visible;bite lower lip,
1379813,3373547,"You are wrong. No, I prefer lox, I don`t like pineapple cream cheese.",IX-2p;WRONG;(alt-G/bent-L)POSS-1p;FAVORITE/PREFER;fs-LOX;NOT;LIKE;PINEAPPLE;fs-CREAM;CHEESE,negation,,,,,,slightly front;slightly back;slightly back,,,slightly forward;slightly back,,,rapid,,,,,lowered,,further squinted,,lips pursed: mm;open & tense;lips pursed: mm;lips pursed: oo,
1379813,3373548,"No, I would not stop vomitting if I ate pineapple cream cheese. I prefer lox.","#NO;IX-1p;VOMIT/HATE++;#IF;IX-1p;EAT;PINEAPPLE;fs-CREAM;CHEESE;(1h)5""wave no"";IX-1p;FAVORITE/PREFER+;fs-LOX",negation;negation,,,topic,,,front,,,forward;forward;forward;slightly back,rapid,,single;slight rapid head shake,,,,,slightly lowered;raised-furrowed,,squint;blink;squint;blink;squint;blink;squint;blink;squint,wrinkle,lips spread & crnrs up;open & tongue visible;open & corners down,
1379813,33734125,"Nope, I don't have a car.",IX-1p;NOTHING-AT-ALL;CAR;part:indef,negation,,,,,,slightly back,,,,,,slow,,,,,slightly lowered,,slightly squinted,,,
1379841,24428547,That first pathway has a visual-tactile orientation. The other path is audiovocal.,"DCL:B""pathway of sign language"";(2h)alt.SEE;fs-TACTILE;fs-ORIENTATION;DCL:B""pathway of orientation"";IX-3p:i;fs-AUDIO;fs-VOCAL;DCL:B""pathway of audiovocal"";PARALLEL;IX-3p:i;fs-AUDIO;fs-VOCAL;DCL:B""pathway of audiovocal""",,,,,,,,right;left;left;slightly right,,,,,,,,,,further raised,other;into space;left;into space,wide;lowered lid;blink;lowered lid,,,
1379841,29238789,"They talk about the superiority of vision, and the ""tyranny of the hegemony of sound"".",ABOUT;(2h)alt.SEE;fs-VISION;SUPERIOR;fs-TYRANNY;fs-OF;fs-HEGEMONY;fs-OF;(2h)alt.SEE;SUPERIOR;DISCUSS;(1h)AREA;(2h)WOW;SUPERIOR,,,,,,,,slightly right;slightly left;right,slightly right;slightly left;slightly left,,,,,,,left;left,,raised-furrowed;raised;further raised;raised-furrowed,other;up/right;up/right;up/right;up/right;left;up/right;up,squint;wide;wider;squint;lowered lid;squint,,,
1379841,24480520,"Deaf people made progress with the growth of signing.  The progress could have been greater, but it wasn't permitted.",DEAF;PEOPLE;PROGRESS;GROW;CAN;SEE;CAN+;GROW;MORE;BUT;NOT;ALLOW,negation,,,,,,,right;slightly left;slightly left,,,,,slight slow head shake;slow,,,,,raised-furrowed,other;other;other,lowered lid;squint;slightly squinted;squint,,,
1379841,29310279,The Deaf experience has been shown to be really different. The Deaf experience the dominance of sound around them.,DEAF;EXPERIENCE+;SHOW;DIFFERENT;DEAF;EXPERIENCE;SHOW;part:indef;REALLY;fs-HEGEMONY;fs-OF;NOISE;SUPERIOR,negation,,,,,,,,slightly right;slightly right,,slow;single,,slow,,,,,raised-furrowed;further raised;raised-furrowed;further raised;raised-furrowed,left,squint;wide;further squinted;wide;wider;blink;blink,,,
1379841,29096274,It's possible to enable people to learn about different orientations.,"CAN;MAKE;IX-3p:k;DCL:flat-O""put it collectively"";LEARN+;DCL:bent-1""this pathway"";SET-UP;DIFFERENT;LIST-ORDER",,,,,,,,right;slightly right,slightly right;slightly right,,,,,,,,,raised-furrowed,other;left;other,squint;lowered lid;squint,,,
1379841,29112665,The social institutions influence everything from medication to education. It would be possible to train people to learn to see things in a different way.,"fs-SOCIAL;INSTITUTE;MEDICINE;TO/UNTIL;(1h)#ED;PRACTICE;HOPE;IX-3p:i;FUTURE;LEARN++;DCL:bent-1""switch to this pathway"";LEARN++;PROGRESS;IX-loc:j",,,,,,,,slightly left;slightly left,slightly right;slightly right;slightly left;slightly right,,,,,,,left;left,,further raised;raised-furrowed,other;other;into space;left;left;left,wide;further lowered;squint;further squinted;squint;blink;blink;lowered lid;blink;lowered lid;blink,,,
1379841,29154656,Many colleagues in cultural and visual studies discuss the role of the senses in today's world.,MANY+;NOW;SCHOOL;IN;CULTURE;STUDY;(2h)alt.SEE;CULTURE;(2h)alt.SEE;STUDY;IX-3p-pl-arc;DISCUSS;ABOUT;fs-SENSES;IN;NOW;WORLD,,,,,,,,slightly right;left;right,right;slightly right;slightly right,,,,,,,left,,raised-furrowed;further raised;raised-furrowed,up/right;up/left;left;left;other,blink;blink;further squinted;wide;lowered lid;squint;wide,,,
1379841,24340345,The discussion so far then shows two different orientations - in relation to the development of language.,DISCUSS;UP-TO-NOW;SHOW;TWO;DIFFERENT;fs-ORIENTATION;FROM;GROW;LANGUAGE,,,,,,,,,slightly right,,slight rapid head nod,,,,,,,raised-furrowed,watch hands;into space;down;watch hands,lowered lid;lowered lid;lowered lid,,,
1379841,29294470,"In the hierarchy of the senses, the visual is now placed above sound.",ALSO;fs-SENSE;LIST-ORDER;(2h)alt.SEE;NOW;REALLY;(1h)SUPERIOR;HEAR+(1h)NOISE;HEAR+(1h)NOISE;(1h)UNDER;(1h)SUPERIOR,,,,topic,,,,slightly right,slightly right;right;slightly right;right,,single,,,,,,,further raised;raised-furrowed;further lowered;raised-furrowed,down/right,squint;further squinted;blink;further squinted;slightly squinted,,,
1379841,29052074,"Often because judgments come from the audio-oral perspective, the sensory politics results in judgments of broken sounds and harsh noises, This needs to be improved.","OFTEN++;BECAUSE;SET-UP;ON;DCL:bent-1""this pathway"";COURT;DCL:bent-1""this pathway"";fs-SENSORY;IX-3p:i;POLITICS;LOOK:j;BREAK;HEAR;LOOK:j;NOISE;LOOK:j;MUST;GRADUAL-IMPROVE;DCL:bent-1""this pathway"";DCL:bent-1""this pathway"";fs-SENSORY;IX-3p:i;POLITICS;LOOK:j;HEAR;LOOK:j;LOOK:j",,,,,,,,slightly left;right;right,slightly right;slightly right,,,,slow,,,,,raised-furrowed;further lowered;raised-furrowed;further lowered,other;down/left;left;left;left;other;other;other;other;other;other,squint;slightly wide;further squinted;blink;further squinted;blink;further squinted;blink;further squinted;blink;closed;squint;blink;squint,,,
1379841,29131229,"In their lives, all Deaf people really experience the hegemony of sound.",ALL;LIVE;DEAF;PEOPLE;EXPERIENCE+;REALLY;WOW;REALLY;BIG;fs-HEGEMONY;#IF;NOISE;fs-SOUND,,,,,,,,,slightly right;slightly left,,,,,,,left,,raised-furrowed,down/right;down/right;down/right;into space,squint;lowered lid;blink;lowered lid;blink;lowered lid;blink;squint;blink;blink;slightly squinted;slightly wide,,,
1379841,24363254,The growth of signing went in one direction; the growth of speaking went in another.,"GROW;(2h)TALKwg;DCL:bent-1""length of time"";GROW;SIGN;DCL:B""pathway of sign language""",,,,,,,,slightly left;slightly right,,,,,,,,,,raised-furrowed,watch hands;into space;watch hands;other,closed;lowered lid;wide;lowered lid;wide,,,
1512938,31656960,Have you met my new friend?,2p-MEET:i;POSS-1p;NEW;FRIEND;FINISH;IX-2p,,,,,,,further back;further back;front,,right,,,,,,,,,slightly raised;raised;further raised,,lowered lid;wide;slightly wide,,,
1512938,31656961,Do you know where to go?,KNOW;WHERE;GO-OUT;IX-2p,,whq,,,,,front,,,,,,,,,,,lowered,,slightly lowered;blink,,,
1512938,31658243,Did Bob send the letter?,ns-fs-BOB;IX-3p:i;FINISH;(1)SEND;LETTER/MAIL;QMwg,,,,,,,front,,,,,,,,,,,further raised,down,slightly wide;closed,,,
1512938,31659525,Why don`t you ask him for directions?,"(1h)5""exasperation"";2p-ASK:i;FOR;DIRECT;WHERE;GO-OUT;2p-ASK:i;part:indef;(1h)part:indef",,whq,,,,,front;further front;front,,slightly right;left,,,,slight rapid head shake,,,,,lowered;further lowered,other,blink;squint;further squinted;blink,,,
1512938,31655186,I have to pay double the rent because I missed the last one.,IX-1p;MUST;(P)PAY;TWICE;fs-RENT;(25)WHY;IX-1p;MISS/ASSUME;PAST;ONE-MONTH;MISS/ASSUME;IX-1p,,,,,,,slightly back;further front;front;further back,,left,,,,,,,,,raised;lowered;raised;lowered,,squint;blink;squint;wide;blink;squint;blink;slightly lowered,,,
1512938,31656467,Does your sister like water tubing?,POSS-2p;SISTER;REALLY+WORK;REALLY+WORK;KISS-FIST;TUBING;QMwg,,,,,,,slightly front;front,,slightly left;left,,,,,,,,,lowered,,slightly squinted;blink,,,
1512938,31656468,Striped shirts are cool because they look good on me.,"IX-1p;(4)STRIPES;(2h)SHIRT;NEAT;FACE;(1h)GOOD/THANK-YOU;(25)WHY;IX-1p;BCL:C""showing off pectorals"";FACE;(1h)GOOD/THANK-YOU",,,,,,,slightly back;front;slightly front,,,,rapid,,,,,,,raised;further raised,,squint;slightly wide;blink;slightly squinted,,,
1512938,31657749,Did Father start mowing the lawn?,FATHER;IX-loc:i;FINISH;START;MOW+;QMwg,,,,topic,,,front,,,,slight rapid head nod,,,,,,,raised;lowered,,blink;slightly wide;slightly lowered,,,
1512938,31659032,My sister is going tubing.,"POSS-1p;SISTER;IX-3p:i;GO-OUT;WATER+DCL""round flat""+;WATER+DCL""round flat""+",,,,topic,,,back,,,,slight rapid head nod;single;slight single head nod,,,,,,,raised,,blink;wide;blink;slightly lowered,,right tense,
1512938,31660315,I need to pay rent.,SHOULD;(P)PAY;fs-RENT,,,,,,,,,,,slight single head nod,,,,,,,lowered,,slightly squinted;squint,tensed,,
1512938,31654693,Friends went to the movie theater because Harry Potter Part 7 just released.,"FRIEND;SCL:crvd-5""group go together"";(nd-1)MOVIE+;ACT;RECENT-PAST;(25)WHY;ns-fs-HARRY;ns-fs-POTTER;SOME;SEVEN;RECENT-PAST;SPREAD",,,,,,,slightly back;front;front;slightly back,,further left;slightly left;slightly right,,,,single,,,,,raised;lowered;raised;raised;lowered,,blink;slightly wide;squint;wide;blink;slightly lowered;wide;squint;lowered lid,,,
1512938,31655974,Do you think your friend is passed out?,POSS-2p;FRIEND;IX-loc:i;THINK;PASS-OUT_2;IX-2p;QMwg,,,,,,,slightly back;front,,slightly right,,,,,,,,,raised,,wide;slightly squinted;blink,,,
1512938,31655975,Was I shitfaced drunk last night?,"IX-1p;SCL:U-L""person passed out"";(2h)DRUNK;PAST+NIGHT;PAST+NIGHT;QMwg",,,,,,,front,,,,,,,,,,,raised,left,slightly squinted,,,
1512938,31657256,Has Bob arrived at the post office?,ns-fs-BOB;IX-loc:i;FINISH;ARRIVE;#PO;QMwg,,,,topic,,,further back;front,,,,,,,,,,,slightly raised;slightly lowered;further raised,,lowered lid;slightly lowered,,,
1512938,31658538,"Soon, I am moving to San Diego, California.",SOON;IX-1p;MOVE-AWAY;ns-#SD;ns-CALIFORNIA_2,,,,sentence-initial adverb,,,slightly back,slightly left,,,,,,,,,,raised;slightly lowered,,slightly wide;blink;squint;blink;lowered lid;closed,,,
1512938,31658539,Your friend is passed out!,POSS-2p;FRIEND;WOW;PASS-OUT_2;WOW,,,,topic,,,slightly back;front,,slightly left,,,,,,,,,raised-furrowed;slightly lowered,,blink;squint;further squinted,,,
1512938,31659821,Horses played on the farmland.,"FARM;IX-loc:i;DCL""flat tract ofland"";(2h)HORSE;PLAY+;DCL:V/2""horse running""",,,,topic,,,back;slightly back;back;slightly back,,left,forward;forward;slightly forward;slightly forward,,,,,,slightly back;slightly forward;slightly forward;slightly forward,,raised,,slightly wide;wide;blink;lowered lid;blink;lowered lid;blink;slightly squinted;blink;slightly squinted,,lips pursed: mm;lips pursed: mm,
1512938,31655481,Bob loves reading books because he likes using his imagination.,ns-fs-BOB;IX-loc:i;KISS-FIST;READ;BOOK;(25)WHY;IX-3p:i;VISUALIZE;IMAGINE;FINEwg,,,,,,,slightly back;slightly front;slightly front;back,,further left;slightly right;slightly left,,,,,,,,,slightly raised;raised,,slightly lowered;blink;squint;blink;lowered lid;slightly wide;blink;slightly squinted;closed,,,
1512938,31655482,The teacher cleans the classroom everyday because he wants it clean for his students.,TEACH+AGENT;TEACH+AGENT;EVERYDAY;IX-loc:i;NICE/CLEAN+;CLASS_2+BOX/ROOM;CLASS_2+BOX/ROOM;(25)WHY;EVERYDAY;IX-loc:i;STUDENT;GO;WANT;NICE/CLEAN;part:indef,,,,topic,,,front;front;slightly back;front;back,,left;further left;left;slightly right;slightly left,,single,,,,,,,slightly raised;raised;lowered,,blink;wide;blink;squint;blink;squint;blink;lowered lid;closed;squint,,,
1512938,31656763,Do you like fireworks?,LIKE;FIREWORKS_2+;IX-2p,,,,,,,front,,,,rapid,,,,,,,raised;raised-furrowed,,blink;slightly squinted,,,
1512938,31656764,Is sunbathing healthy?,IX-2p;SUNBATHE;fs-SUN;(2h)SUNSHINE;SUNBATHE;IX-2p;BRAVE/RECOVER;QMwg,,,,,,,slightly front,,,,,,,,,,,raised;raised-furrowed,up,blink;slightly lowered;slightly wide;lowered lid;slightly wide;squint;blink;squint,,,
1512938,31658045,Did Bob give someone roses?,"ns-fs-BOB;IX-3p:i;DCL:1""Bob approaching her"";i:GIVE-indef;(R)FLOWER;SCL:1""person"";(1h)FINISH;QMwg;SCL:1""person"";IX-3p:j",,,,,,,slightly front;front;slightly front,slightly right,,,,,,,,,,raised,down,wide,,,
1512938,31659327,I love fireworks.,FIREWORKS_2+;IX-1p;LIKE;IX-1p;KISS-FIST;IX-loc:i;FIREWORKS_2++;FINEwg,,,,topic,,,back;slightly front;front,,slightly left,,,,,,,,,raised;lowered,up/left,blink;wide;lowered lid;blink;lowered lid,,,
1512938,31659328,Friends are going to sunbathe at the beach.,"FRIEND;SCL:crvd-5""group go together"";IX-loc:i;SUNBATHE;fs-BEACH;(2h)SUNSHINE_2;TAN;SUNBATHE++",,,,,,,back,,,,,,,,,,,slightly raised;lowered,,blink;wide;blink;slightly squinted;blink;squint;blink;lowered lid;blink;slightly squinted,,,
1512938,31660611,The teacher cleans the classroom.,CLASS_2+BOX/ROOM;CLASS_2+BOX/ROOM;IX-loc:i;TEACH+AGENT;TEACH+AGENT;NICE/CLEAN+,,,,topic,,,back,,left,,slow,,,,,,,raised,,squint;wide;blink;lowered lid,,,
1512938,31660612,Mother is now ill.,MOTHERwg;NOW;IX-3p:i;SICK,,,,topic;sentence-initial adverb,,,,,,,single,,,,,,,slightly raised;slightly lowered,,lowered lid;slightly squinted,,,
1512938,31654989,Bob has a big dog because he loves wrestling with them.,ns-fs-BOB;IX-3p:i;HAVE;BIG;#DOG_2;IX-3p:j;LIKE;(25)WHY;IX-3p:i;LOVE;WRESTLE;WITH;BIG;#DOG_2,,,,topic,,,front;front,,left;left,,,,,,,,,slightly raised;slightly raised;raised;further lowered,,wider;closed;slightly squinted;blink;wide;blink;lowered lid;blink;wider;blink;squint;lowered lid,,,
1512938,31656270,Does my sister want a headband for her birthday?,QMwg;(crvd-5)POSS-1p;SISTER;WANT;HEADBAND_2;FOR;BIRTHDAY;(1h)part:indef;QMwg;part:indef;(1h)part:indef,,,,,,,front;front,,left,,,,,,,,,raised-furrowed;raised,,slightly squinted;blink;slightly wide;blink;slightly squinted,,,
1512938,31656271,Do the bride and groom like their wedding?,"fs-BRIDE;IX-3p:i;fs-GROOM;DCL:1""two people approaching each other"";BOTH;IX-loc:i;LIKE;POSS-3p-pl-arc;WEDDING;QMwg;part:indef;SCL:1""person"";(1h)part:indef",,,,topic,,,further back;front,slightly right,slightly right,,,,,,,,,slightly raised;raised;raised-furrowed,,wider;blink;wide;blink;wide,,,
1512938,31657552,Did I pay the rent?,IX-1p;FINISH;(P)PAY;fs-RENT;IX-1p,,,,,,,front,,,,slight rapid head nod,,,,,,,further raised,,,,,
1512938,31658834,I need to buy shorts.,IX-1p;SHOULD+;(1h)(flat-O)PAY/SPEND;SHORTS;IX-1p,,,,,,,front,,,,,,,,,,,lowered,,slightly squinted;blink;slightly lowered,,,
1512938,31658835,My sister wants a headband for her birthday.,POSS-1p;SISTER;WANT_2;HEADBAND_2;FOR;POSS-3p+:i;BIRTHDAY,,,,topic,,,front,,left,,,,,,,,,slightly raised,,blink;lowered lid;blink;blink;slightly squinted,,,
1512938,31660117,My family always vacations every year.,(G/Q)POSS-1p;FAMILY;VACATION+;ALWAYS;EVERY-YEAR,,,,topic,,,back;slightly back,,slightly left;slightly left,,,,,,,,,slightly raised,,closed;lowered lid;wide;blink;blink;lowered lid,,lips pursed: mm,
1512938,31660118,Bob has a big dog.,ns-fs-BOB;IX-loc:i;WOW;(1h)HAVE;BIG;#DOG_2;FIX,,,,topic,,,slightly back;front,left,slightly right;slightly left,forward,,,,,,,,raised;lowered,,wide;further squinted;blink;squint,tensed,,
1512938,31655777,Is it fine if my friend crashes the party?,POSS-1p;FRIEND;PROCEED;(nd-5)HIT;(P)PARTY;QMwg;part:indef;(1h)part:indef,,,,topic,,,slightly back;slightly front;slightly front;slightly front,,slightly left,,,,,,,,,raised;raised-furrowed;further raised,,lowered lid;squint;slightly wide;blink,,,
1512938,31655778,Bob sent his wife a love letter because it is their wedding anniversary soon.,ns-fs-BOB;IX-3p:i;(1)SEND:j;POSS-3p:i;WIFE;LOVE;LETTER/MAIL;(25)WHY;POSS-3p-pl-arc;CELEBRATE;WEDDING;SOON,,,,topic,,,further back;front;slightly back,,,,,,,,,,,raised;raised;slightly raised,,further lowered;blink;lowered lid;blink;slightly wide;blink;lowered lid;lowered lid,,,
1512938,31657059,Did your friends watch a movie at the theater?,FRIEND;WATCH-TV;(nd-1)MOVIE;ACT;FINISH;QMwg,,,,,,,back;slightly front,,,,,,,,,,,slightly raised;raised,,lowered lid;slightly wide,,,
1512938,31658341,My friend crashed the party last night.,FRIEND;CRASH;(P)PARTY;PAST+NIGHT;PAST+NIGHT,,,,topic,,,slightly front,,left,,,,,,,,,slightly raised,,blink;slightly squinted;blink;slightly squinted,,,
1512938,31658342,My friend hosted a pizza dinner.,FRIEND;TAKE-UP;PIZZA_4;DINNER;GROUP/TOGETHER,,,,topic,,,further back;slightly front,,,,,,,,,,,raised;slightly raised,,blink;blink;squint;blink;lowered lid,,,
1512938,31659623,Friends are going to watch at the movie theater.,"FRIEND;NOW;SCL:crvd-5""group go together"";WATCH-TV;(nd-1)MOVIE;ACT",,,,topic;sentence-initial adverb,,,,,,,slight rapid head nod,,,,,,,slightly raised;raised,,lowered lid;wide;blink;slightly squinted;blink;slightly squinted,,,
1512938,31659624,Now I am introducing a new friend.,NOW;IX-1p;INTRODUCE;IX-2p;NEW;FRIEND,,,,sentence-initial adverb,,,,,left,,slight slow head nod,,,,,,,slightly raised,,slightly wide;blink;lowered lid;blink;lowered lid,,,
1512938,31655284,Father must mow the lawn because he will host a BBQ soon.,FATHER;IX-loc:i;MUST;MOW+;(25)WHY;SOON;FUTURE;TAKE-UP;#BQQ;(P)PARTY,,,,topic,,,slightly front;front;slightly front;back,,slightly left;slightly left,,slight rapid head nod,,,,,,,slightly raised;lowered;further raised,,wide;blink;squint;blink;squint;wide;blink;squint;lowered lid,,,
1512938,31655285,My aunt is good at making blueberry pies because she grew up making them.,AUNT;WOW/AWFUL;EXPERT;MAKE;BLUE+fs-BERRY;BLUE+fs-BERRY;fs-PIE;PIE;(25)WHY;GROW-UP;MAKE++,,,,topic,,,front;front,left,left;slightly right,,,,,,,,,slightly raised;slightly raised;raised,,blink;squint;blink;squint;blink;lowered lid;wide;blink;blink;slightly squinted,,,
1512938,31656566,Should I go ahead and host a BBQ?,IX-1p;PROCEED;TAKE-UP;#BQQ;(1h)(P)PARTY;part:indef;(1h)part:indef,,,,,,,front,left,,,rapid,,,,,,,slightly raised;raised-furrowed,,wide;slightly wide;blink,,,
1512938,31657848,Is Mother sick?,MOTHER;SICK;QMwg,,,,,,,front,,,,,,,,,,,slightly raised;raised,,wider;blink;slightly wide,,,
1512938,31659130,I invited a friend to go to a BBQ.,IX-1p;INVITE/HIRE;FRIEND;(25)WHY;IX-loc:i;GO-OUT;#BQQ;(P)PARTY,,,,,,,slightly back;slightly back;front,slightly left,slightly left;slightly left,,slight rapid head nod,,slight rapid head shake,,,,,slightly raised,,slightly wide;blink;wider;blink;lowered lid,,,
